District,2004 CPVI,Representative,Party,"First
elected",,
Alabama 1,R+12,Jo Bonner,Republican,2002,Incumbent re-elected.," Jo Bonner (Republican) 68.1%
Vivian Beckerle (Democratic) 31.8%"
Alabama 2,R+13,Terry Everett,Republican,1992,Incumbent re-elected.," Terry Everett (Republican) 69.5%
Chuck James (Democratic) 30.4%"
Alabama 3,R+4,Mike Rogers,Republican,2002,Incumbent re-elected.," Mike Rogers (Republican) 59.4%
Greg Pierce (Democratic) 38.5%
Mark Layfield (Independent) 2.1%"
Alabama 4,R+16,Robert Aderholt,Republican,1996,Incumbent re-elected.," Robert Aderholt (Republican) 70.2%
Barbara Bobo (Democratic) 29.7%"
Alabama 5,R+6,Robert E. Cramer,Democratic,1990,Incumbent re-elected., Robert E. Cramer (Democratic) Unopposed
Alabama 6,R+25,Spencer Bachus,Republican,1992,Incumbent re-elected., Spencer Bachus (Republican) Unopposed
Alabama 7,D+17,Artur Davis,Democratic,2002,Incumbent re-elected., Artur Davis (Democratic) Unopposed
"
",,,,,,
"Alaska
",,,,,,
Main article: ,,,,,,
2006 United States House of Representatives election in Alaska,,,,,,
"
See also: ",,,,,,
List of United States representatives from Alaska,,,,,,
"
",,,,,,
District,,Incumbent,,,Results,Candidates
District,2004 CPVI,Representative,Party,"First
elected",,
Alaska at-large,R+14,Don Young,Republican,1973 (Special),Incumbent re-elected.," Don Young (Republican) 56.6%
Diane Benson (Democratic) 40.0%
Alexander Crawford (Libertarian) 1.7%
Eva Ince (Green) 0.8%
Bill Ratigan (Independent) 0.7%"
"Arizona
",,,,,,
Main article: ,,,,,,
2006 United States House of Representatives elections in Arizona,,,,,,
"
See also: ",,,,,,
List of United States representatives from Arizona,,,,,,
"
",,,,,,
District,,Incumbent,,,Results,Candidates
District,2004 CPVI,Representative,Party,"First
elected",,
Arizona 1,R+2,Rick Renzi,Republican,2002,Incumbent re-elected.," Rick Renzi (Republican) 51.8%
Ellen Simon (Democratic) 43.4%
David Schlosser (Libertarian) 4.8%"
Arizona 2,R+9,Trent Franks,Republican,2002,Incumbent re-elected.," Trent Franks (Republican) 58.6%
John Thrasher (Democratic) 38.9%
Powell Gammill (Libertarian) 2.5%"
Arizona 3,R+6,John Shadegg,Republican,1994,Incumbent re-elected.," John Shadegg (Republican) 59.3%
Don Chilton (Democratic) 38.2%
Mark Yannone (Libertarian) 2.5%"
Arizona 4,D+14,Ed Pastor,Democratic,1990,Incumbent re-elected.," Ed Pastor (Democratic) 72.5%
Don Karg (Republican) 23.9%
Ronald Harders (Libertarian) 3.6%"
Arizona 5,R+4,J. D. Hayworth,Republican,1994,"Incumbent lost re-election.
New member elected.
Democratic gain."," Harry Mitchell (Democratic) 50.4%
J. D. Hayworth (Republican) 46.4%
Warren Severin (Libertarian) 3.1%"
Arizona 6,R+12,Jeff Flake,Republican,2000,Incumbent re-elected.," Jeff Flake (Republican) 74.8%
Jason Blair (Libertarian) 25.2%"
Arizona 7,D+12,Raúl Grijalva,Democratic,2002,Incumbent re-elected.," Raúl Grijalva (Democratic) 61.1%
Ron Drake (Republican) 35.4%
Joe Cobb (Libertarian) 3.6%"
Arizona 8,R+1,Jim Kolbe,Republican,1984,"Incumbent retired.
New member elected.
Democratic gain."," Gabby Giffords (Democratic) 54.3%
Randy Graf (Republican) 42.1%
David Nolan (Libertarian) 1.9%
Jay Quick (Independent) 1.7%"
"
",,,,,,
"Arkansas
",,,,,,
Main article: ,,,,,,
2006 United States House of Representatives elections in Arkansas,,,,,,
"
See also: ",,,,,,
List of United States representatives from Arkansas,,,,,,
"
",,,,,,
District,,Incumbent,,,Results,Candidates
District,2004 CPVI,Representative,Party,"First
elected",,
Arkansas 1,R+1,Robert Marion Berry,Democratic,1996,Incumbent re-elected.," Robert Marion Berry (Democratic) 69.2%
Mickey Stumbaugh (Republican) 30.8%"
Arkansas 2,EVEN,Vic Snyder,Democratic,1996,Incumbent re-elected.," Vic Snyder (Democratic) 60.5%
Andy Mayberry (Republican) 39.5%"
Arkansas 3,R+11,John Boozman,Republican,2000,Incumbent re-elected.," John Boozman (Republican) 62.4%
Woodrow Anderson (Democratic) 37.6%"
Arkansas 4,EVEN,Mike Ross,Democratic,2000,Incumbent re-elected.," Mike Ross (Democratic) 74.5%
Joe Ross (Republican) 25.5%"
"
",,,,,,
"California
",,,,,,
Main article: ,,,,,,
2006 United States House of Representatives elections in California,,,,,,
"
See also: ",,,,,,
List of United States representatives from California,,,,,,
"
",,,,,,
District,,Incumbent,,,Results,Candidates
District,2004 CPVI,Representative,Party,"First
elected",,
California 1,D+10,Mike Thompson,Democratic,1998,Incumbent re-elected.," Mike Thompson (Democratic) 66.3%
John Jones (Republican) 29.0%
Pamela Elizondo (Green) 3.1%
Tim Stock (Peace and Freedom Party) 1.6%"
California 2,R+13,Wally Herger,Republican,1988,Incumbent re-elected.," Wally Herger (Republican) 64.2%
Arjinderpal Sekhon (Democratic) 32.5%
E. Kent Hinesley (Libertarian) 3.3%"
California 3,R+7,Dan Lungren,Republican,1998,Incumbent re-elected.," Dan Lungren (Republican) 59.5%
Bill Durston (Democratic) 37.9%
D.A. Tuma (Libertarian) 1.6%
Mike Roskey (Peace and Freedom Party) 1.0%"
California 4,R+11,John Doolittle,Republican,1990,Incumbent re-elected.," John Doolittle (Republican) 49.9%
Charles Brown (Democratic) 45.4%
Dan Warren (Libertarian) 5.0%"
California 5,D+14,Doris Matsui,Democratic,2005 (Special),Incumbent re-elected.," Doris Matsui (Democratic) 70.8%
X. Claire Yan (Republican) 23.6%
Jeff Kravitz (Green) 4.3%
John Reiger (Peace and Freedom Party) 1.3%"
California 6,D+21,Lynn Woolsey,Democratic,1992,Incumbent re-elected.," Lynn Woolsey (Democratic) 70.3%
Todd Hopper (Republican) 26.1%
Rich Friesen (Libertarian) 3.6%"
California 7,D+19,George Miller,Democratic,1974,Incumbent re-elected.," George Miller (Democratic) 83.9%
Camden McConnell (Libertarian) 16.1%"
California 8,D+36,Nancy Pelosi,Democratic,1987 (Special),Incumbent re-elected.," Nancy Pelosi (Democratic) 80.4%
Mike DeNunzio (Republican) 10.8%
Krissy Keefer (Green) 7.4%
Phillip Berg (Libertarian) 1.4%"
California 9,D+38,Barbara Lee,Democratic,1998,Incumbent re-elected.," Barbara Lee (Democratic) 86.4%
John den Dulk (Republican) 10.7%
James Eyer (Libertarian) 2.9%"
California 10,D+8,Ellen Tauscher,Democratic,1996,Incumbent re-elected.," Ellen Tauscher (Democratic) 66.5%
Darcy Linn (Republican) 33.5%"
California 11,R+3,Richard Pombo,Republican,1992,"Incumbent lost re-election.
New member elected.
Democratic gain."," Jerry McNerney (Democratic) 53.2%
Richard Pombo (Republican) 46.8%"
California 12,D+22,Tom Lantos,Democratic,1980,Incumbent re-elected.," Tom Lantos (Democratic) 76.1%
Michael Moloney (Republican) 23.9%"
California 13,D+22,Pete Stark,Democratic,1972,Incumbent re-elected.," Pete Stark (Democratic) 74.9%
George Bruno (Republican) 25.1%"
California 14,D+18,Anna Eshoo,Democratic,1992,Incumbent re-elected.," Anna Eshoo (Democratic) 71.1%
Rob Smith (Republican) 24.3%
Brian Holtz (Libertarian) 2.3%
Carole Brouillet (Green) 2.3%"
California 15,D+14,Mike Honda,Democratic,2000,Incumbent re-elected.," Mike Honda (Democratic) 72.4%
Raymond Chukwu (Republican) 27.6%"
California 16,D+16,Zoe Lofgren,Democratic,1994,Incumbent re-elected.," Zoe Lofgren (Democratic) 72.8%
Charel Winston (Republican) 27.2%"
California 17,D+17,Sam Farr,Democratic,1992,Incumbent re-elected.," Sam Farr (Democratic) 75.9%
Anthony DeMaio (Republican) 22.6%"
California 18,D+3,Dennis Cardoza,Democratic,2002,Incumbent re-elected.," Dennis Cardoza (Democratic) 65.4%
John Kanno (Republican) 34.6%"
California 19,R+10,George Radanovich,Republican,1996,Incumbent re-elected.," George Radanovich (Republican) 60.6%
T.J. Cox (Democratic) 39.4%"
California 20,D+5,Jim Costa,Democratic,2004,Incumbent re-elected., Jim Costa (Democratic) Unopposed
California 21,R+13,Devin Nunes,Republican,2002,Incumbent re-elected.," Devin Nunes (Republican) 66.6%
Steven Haze (Democratic) 30.1%
John Miller (Green) 3.3%"
California 22,R+16,Bill Thomas,Republican,1978,"Incumbent retired.
New member elected.
Republican hold."," Kevin McCarthy (Republican) 70.8%
Sharon Beery (Democratic) 29.2%"
California 23,D+9,Lois Capps,Democratic,1998,Incumbent re-elected.," Lois Capps (Democratic) 65.2%
Victor Tognazzini (Republican) 34.8%"
California 24,R+5,Elton Gallegly,Republican,1986,Incumbent re-elected.," Elton Gallegly (Republican) 62.1%
Jill Martinez (Democratic) 37.9%"
California 25,R+7,Buck McKeon,Republican,1992,Incumbent re-elected.," Buck McKeon (Republican) 60.1%
Robert Rodriguez (Democratic) 35.6%
David Erickson (Libertarian) 4.3%"
California 26,R+4,David Dreier,Republican,1980,Incumbent re-elected.," David Dreier (Republican) 57.0%
Cynthia Matthews (Democratic) 37.9%
Ted Brown (Libertarian) 3.3%
Elliott Graham (American Independent) 1.8%"
California 27,D+13,Brad Sherman,Democratic,1996,Incumbent re-elected.," Brad Sherman (Democratic) 68.8%
Peter Hankwitz (Republican) 31.2%"
California 28,D+25,Howard Berman,Democratic,1982,Incumbent re-elected.," Howard Berman (Democratic) 74.0%
Stanley Kesselman (Republican) 19.1%
Byron De Lear (Green) 3.5%
Kelley Ross (Libertarian) 3.4%"
California 29,D+12,Adam Schiff,Democratic,2000,Incumbent re-elected.," Adam Schiff (Democratic) 63.5%
Bill Bodell (Republican) 27.5%
Bill Paparian (Green) 5.7%
Lydia Llamas (Peace and Freedom Party) 1.8%
Jim Keller (Libertarian) 1.5%"
California 30,D+20,Henry Waxman,Democratic,1974,Incumbent re-elected.," Henry Waxman (Democratic) 71.5%
David Jones (Republican) 26.4%
Adele Cannon (Peace and Freedom Party) 2.1%"
California 31,D+30,Xavier Becerra,Democratic,1992,Incumbent re-elected., Xavier Becerra (Democratic) Unopposed
California 32,D+17,Hilda Solis,Democratic,2000,Incumbent re-elected.," Hilda Solis (Democratic) 83.0%
Leland Faegre (Libertarian) 17.0%"
California 33,D+36,Diane Watson,Democratic,2001 (Special),Incumbent re-elected., Diane Watson (Democratic) Unopposed
California 34,D+23,Lucille Roybal-Allard,Democratic,1992,Incumbent re-elected.," Lucille Roybal-Allard (Democratic) 76.8%
Wayne Miller (Republican) 23.2%"
California 35,D+33,Maxine Waters,Democratic,1990,Incumbent re-elected.," Maxine Waters (Democratic) 83.8%
Gordon Mego (American Independent) 8.5%
Paul Ireland (Libertarian) 7.7%"
California 36,D+11,Jane Harman,Democratic,1986,Incumbent re-elected.," Jane Harman (Democratic) 63.4%
Brian Gibson (Republican) 32.0%
Jim Smith (Peace and Freedom Party) 2.7%
Mike Binkley (Libertarian) 1.9%"
California 37,D+27,Juanita Millender-McDonald,Democratic,1996,Incumbent re-elected.," Juanita Millender-McDonald (Democratic) 82.4%
Herb Peters (Libertarian) 17.6%"
California 38,D+20,Grace Napolitano,Democratic,1998,Incumbent re-elected.," Grace Napolitano (Democratic) 75.4%
Sid Street (Republican) 24.6%"
California 39,D+13,Linda Sánchez,Democratic,2002,Incumbent re-elected.," Linda Sánchez (Democratic) 65.9%
James Andion (Republican) 34.1%"
California 40,R+8,Ed Royce,Republican,1992,Incumbent re-elected.," Ed Royce (Republican) 66.8%
Florice Hoffman (Democratic) 30.7%
Philip Inman (Libertarian) 2.5%"
California 41,R+9,Jerry Lewis,Republican,1978,Incumbent re-elected.," Jerry Lewis (Republican) 67.0%
Louis Contreras (Democratic) 33.0%"
California 42,R+10,Gary Miller,Republican,1998,Incumbent re-elected., Gary Miller (Republican) Unopposed
California 43,D+13,Joe Baca,Democratic,1999 (Special),Incumbent re-elected.," Joe Baca (Democratic) 64.5%
Scott Folkens (Republican) 35.5%"
California 44,R+6,Ken Calvert,Republican,1992,Incumbent re-elected.," Ken Calvert (Republican) 60.0%
Louis Vandenberg (Democratic) 37.1%
Kevin Akin (Peace and Freedom Party) 2.9%"
California 45,R+3,Mary Bono,Republican,1998,Incumbent re-elected.," Mary Bono (Republican) 60.7%
David Roth (Democratic) 39.3%"
California 46,R+6,Dana Rohrabacher,Republican,1988,Incumbent re-elected.," Dana Rohrabacher (Republican) 59.6%
Jim Brandt (Democratic) 36.7%
Dennis Chang (Libertarian) 3.7%"
California 47,D+5,Loretta Sanchez,Democratic,1996,Incumbent re-elected.," Loretta Sanchez (Democratic) 62.4%
Tan Nguyan (Republican) 37.6%"
California 48,R+8,John B. T. Campbell III,Republican,2005 (Special),Incumbent re-elected.," John B. T. Campbell III (Republican) 60.0%
Steve Young (Democratic) 37.2%
Bruce David Cohen (Libertarian) 2.8%"
California 49,R+10,Darrell Issa,Republican,2000,Incumbent re-elected.," Darrell Issa (Republican) 63.4%
Jeeni Criscenzo (Democratic) 33.5%
Lars Grossmith (Libertarian) 3.1%"
California 50,R+5,Brian Bilbray,Republican,2006,Incumbent re-elected.," Brian Bilbray (Republican) 53.2%
Francine Busby (Democratic) 43.5%
Paul King (Libertarian) 1.8%
Miriam Clark (Peace and Freedom Party) 1.5%"
California 51,D+7,Bob Filner,Democratic,1992,Incumbent re-elected.," Bob Filner (Democratic) 67.5%
Blake Miles (Republican) 30.1%
Dan Litwin (Libertarian) 2.4%"
California 52,R+9,Duncan L. Hunter,Republican,1980,Incumbent re-elected.," Duncan L. Hunter (Republican) 64.7%
John Rinaldi (Democratic) 32.0%
Mike Benoit (Libertarian) 3.3%"
California 53,D+12,Susan Davis,Democratic,2000,Incumbent re-elected.," Susan Davis (Democratic) 67.6%
John Woodrum (Republican) 30.0%
Ernie Lippe (Libertarian) 2.4%"
"
",,,,,,
"Colorado
",,,,,,
Main article: ,,,,,,
2006 United States House of Representatives elections in Colorado,,,,,,
"
See also: ",,,,,,
List of United States representatives from Colorado,,,,,,
"
",,,,,,
District,,Incumbent,,,Results,Candidates
District,2004 CPVI,Representative,Party,"First
elected",,
Colorado 1,D+18,Diana DeGette,Democratic,1996,Incumbent re-elected.," Diana DeGette (Democratic) 79.8%
Tom Kelly (Green) 20.2%"
Colorado 2,D+8,Mark Udall,Democratic,1998,Incumbent re-elected.," Mark Udall (Democratic) 68.3%
Rich Mancuso (Republican) 28.3%
Norm Olsen (Libertarian) 2.2%
Joe Calhoun (Green) 1.3%"
Colorado 3,R+6,John Salazar,Democratic,2004,Incumbent re-elected.," John Salazar (Democratic) 61.6%
Scott Tipton (Republican) 36.5%
Bob Sargent (Libertarian) 1.9%"
Colorado 4,R+9,Marilyn Musgrave,Republican,2002,Incumbent re-elected.," Marilyn Musgrave (Republican) 45.6%
Angie Paccione (Democratic) 43.1%
Eric Eidsness (Reform) 11.3%"
Colorado 5,R+16,Joel Hefley,Republican,1986,"Incumbent retired.
New member elected.
Republican hold."," Doug Lamborn (Republican) 59.6%
Jay Fawcett (Democratic) 40.4%"
Colorado 6,R+10,Tom Tancredo,Republican,1998,Incumbent re-elected.," Tom Tancredo (Republican) 58.6%
Bill Winter (Democratic) 39.9%
Jack Woehr (Libertarian) 1.5%"
Colorado 7,D+2,Bob Beauprez,Republican,2002,"Retired to run for Governor.
New member elected.
Democratic gain."," Ed Perlmutter (Democratic) 54.9%
Rick O'Donnell (Republican) 42.1%
Dave Chandler (Green) 1.6%
Roger McCarville (Constitution) 1.4%"
"
",,,,,,
"Connecticut
",,,,,,
Main article: ,,,,,,
2006 United States House of Representatives elections in Connecticut,,,,,,
"
See also: ",,,,,,
List of United States representatives from Connecticut,,,,,,
"
",,,,,,
District,,Incumbent,,,Results,Candidates
District,2004 CPVI,Representative,Party,"First
elected",,
Connecticut 1,D+14,John B. Larson,Democratic,1998,Incumbent re-elected.," John B. Larson (Democratic) 74.5%
Scott MacLean (Republican) 25.5%"
Connecticut 2,D+8,Rob Simmons,Republican,2000,"Incumbent lost re-election.
New member elected.
Democratic gain."," Joe Courtney (Democratic) 50.02%
Rob Simmons (Republican) 49.98%"
Connecticut 3,D+12,Rosa DeLauro,Democratic,1990,Incumbent re-elected.," Rosa DeLauro (Democratic) 76.0%
Joseph Vollano (Republican) 22.4%
Daniel Sumrall (Green) 1.6%"
Connecticut 4,D+5,Chris Shays,Republican,1987,Incumbent re-elected.," Chris Shays (Republican) 50.9%
Diane Farrell (Democratic) 47.6%
Phil Maymin (Libertarian) 1.5%"
Connecticut 5,D+4,Nancy Johnson,Republican,1982,"Incumbent lost re-election.
New member elected.
Democratic gain."," Chris Murphy (Democratic) 56.5%
Nancy Johnson (Republican) 43.5%"
"
",,,,,,
"Delaware
",,,,,,
Main article: ,,,,,,
2006 United States House of Representatives election in Delaware,,,,,,
"
See also: ",,,,,,
List of United States representatives from Delaware,,,,,,
"
",,,,,,
District,,Incumbent,,,Results,Candidates
District,2004 CPVI,Representative,Party,"First
elected",,
Delaware at-large,D+7,Mike Castle,Republican,1992,Incumbent re-elected.," Mike Castle (Republican) 57.2%
Dennis Spivack (Democratic) 38.8%
Karen Hartley-Nagle (Independent) 2.2%
Michael Berg (Green) 1.8%"
"Florida
",,,,,,
Main article: ,,,,,,
2006 United States House of Representatives elections in Florida,,,,,,
"
See also: ",,,,,,
List of United States representatives from Florida,,,,,,
"
",,,,,,
District,,Incumbent,,,Results,Candidates
District,2004 CPVI,Representative,Party,"First
elected",,
Florida 1,R+19,Jeff Miller,Republican,2001 (Special),Incumbent re-elected.," Jeff Miller (Republican) 68.5%
Joe Roberts (Democratic) 31.5%"
Florida 2,R+2,Allen Boyd,Democratic,1996,Incumbent re-elected., Allen Boyd (Democratic) Unopposed
Florida 3,D+17,Corrine Brown,Democratic,1992,Incumbent re-elected., Corrine Brown (Democratic) Unopposed
Florida 4,R+16,Ander Crenshaw,Republican,2000,Incumbent re-elected.," Ander Crenshaw (Republican) 69.7%
Bob Harms (Democratic) 30.3%"
Florida 5,R+5,Ginny Brown-Waite,Republican,2002,Incumbent re-elected.," Ginny Brown-Waite (Republican) 59.9%
John T. Russell (Democratic) 40.1%"
Florida 6,R+8,Cliff Stearns,Republican,1988,Incumbent re-elected.," Cliff Stearns (Republican) 59.9%
Dave Bruderly (Democratic) 40.1%"
Florida 7,R+3,John Mica,Republican,1992,Incumbent re-elected.," John Mica (Republican) 63.1%
Jack Chagnon (Democratic) 36.9%"
Florida 8,R+3,Ric Keller,Republican,2000,Incumbent re-elected.," Ric Keller (Republican) 52.8%
Charlie Stuart (Democratic) 45.7%
Wesley Hoaglund (Independent) 1.5%"
Florida 9,R+4,Michael Bilirakis,Republican,1982,"Incumbent retired.
New member elected.
Republican hold."," Gus Bilirakis (Republican) 55.9%
Phyllis Busansky (Democratic) 44.1%"
Florida 10,D+1,Bill Young,Republican,1970,Incumbent re-elected.," Bill Young (Republican) 65.9%
Samm Simpson (Democratic) 34.1%"
Florida 11,D+11,Jim Davis,Democratic,1996,"Retired to run for Governor.
New member elected.
Democratic hold."," Kathy Castor (Democratic) 69.7%
Eddie Adams (Republican) 30.3%"
Florida 12,R+5,Adam Putnam,Republican,2000,Incumbent re-elected.," Adam Putnam (Republican) 69.1%
Joe Viscusi (Independent) 19.4%
Ed Bowlin III (Independent) 11.5%"
Florida 13,R+4,Katherine Harris,Republican,2002,"Retired to run for U.S. Senator.
New member elected.
Republican hold."," Vern Buchanan (Republican) 50.1%
Christine Jennings (Democratic) 49.9%"
Florida 14,R+10,Connie Mack IV,Republican,2004,Incumbent re-elected.," Connie Mack IV (Republican) 64.4%
Robert Neeld (Democratic) 35.6%"
Florida 15,R+4,Dave Weldon,Republican,1994,Incumbent re-elected.," Dave Weldon (Republican) 56.3%
Bob Bowman (Democratic) 43.7%"
Florida 16,R+2,Vacant,,,"Incumbent Mark Foley (Republican) resigned September 29, 2006.
New member elected.
Democratic gain."," Tim Mahoney (Democratic) 49.5%
Joe Negron[27] (Republican) 47.7%
Emmie Lee Ross (Independent) 2.8%"
Florida 17,D+35,Kendrick Meek,Democratic,2002,Incumbent re-elected., Kendrick Meek (Democratic) Unopposed
Florida 18,R+4,Ileana Ros-Lehtinen,Republican,1989 (Special),Incumbent re-elected.," Ileana Ros-Lehtinen (Republican) 62.1%
David Patlak (Democratic) 37.9%"
Florida 19,D+21,Robert Wexler,Democratic,1996,Incumbent re-elected., Robert Wexler (Democratic) Unopposed
Florida 20,D+18,Debbie Wasserman Schultz,Democratic,2004,Incumbent re-elected., Debbie Wasserman Schultz (Democratic) Unopposed
Florida 21,R+6,Lincoln Díaz-Balart,Republican,1992,Incumbent re-elected.," Lincoln Díaz-Balart (Republican) 59.5%
Frank Gonzalez (Democratic) 40.5%"
Florida 22,D+4,Clay Shaw,Republican,1980,"Incumbent lost re-election.
New member elected.
Democratic gain."," Ron Klein (Democratic) 50.9%
Clay Shaw (Republican) 47.1%
Neil Evangelista (Libertarian) 2.0%"
Florida 23,D+29,Alcee Hastings,Democratic,1992,Incumbent re-elected., Alcee Hastings (Democratic) Unopposed
Florida 24,R+3,Tom Feeney,Republican,2002,Incumbent re-elected.," Tom Feeney (Republican) 57.9%
Clint Curtis (Democratic) 42.1%"
Florida 25,R+4,Mario Díaz-Balart,Republican,2002,Incumbent re-elected.," Mario Díaz-Balart (Republican) 58.5%
Michael Calderin (Democratic) 41.5%"
"
",,,,,,
"Georgia
",,,,,,
Main article: ,,,,,,
2006 United States House of Representatives elections in Georgia,,,,,,
"
See also: ",,,,,,
List of United States representatives from Georgia,,,,,,
"
",,,,,,
Georgia's delegation was redistricted in 2005.,,,,,,
[,,,,,,
citation needed,,,,,,
],,,,,,
" 
",,,,,,
District,,Incumbent,,,Results,Candidates
District,2004 CPVI,Representative,Party,"First
elected",,
Georgia 1,R+14,Jack Kingston,Republican,1992,Incumbent re-elected.," Jack Kingston (Republican) 68.5%
Jim Nelson (Democratic) 31.5%"
Georgia 2,D+2,Sanford Bishop,Democratic,1992,Incumbent re-elected.," Sanford Bishop (Democratic) 67.9%
Brad Hughes (Republican) 32.1%"
Georgia 3,R+19,Lynn Westmoreland,Republican,2004,Incumbent re-elected.," Lynn Westmoreland (Republican) 67.6%
Mike McGraw (Democratic) 32.4%"
Georgia 4,D+22,Cynthia McKinney,Democratic,2002,"Incumbent lost renomination.
New member elected.
Democratic hold."," Hank Johnson (Democratic) 75.4%
Catherine Davis (Republican) 24.6%"
Georgia 5,D+25,John Lewis,Democratic,1986,Incumbent re-elected., John Lewis (Democratic) Unopposed
Georgia 6,R+19,Tom Price,Republican,2004,Incumbent re-elected.," Tom Price (Republican) 72.4%
Steve Sinton (Democratic) 27.6%"
Georgia 7,R+19,John Linder,Republican,1992,Incumbent re-elected.," John Linder (Republican) 70.9%
Allan Burns (Democratic) 29.1%"
Georgia 8,R+8,Jim Marshall,Democratic,2002,Incumbent re-elected.," Jim Marshall (Democratic) 50.5%
Mac Collins (Republican) 49.5%"
Georgia 9,R+24,Nathan Deal,Republican,1992,Incumbent re-elected.," Nathan Deal (Republican) 76.6%
John Bradbury (Democratic) 23.4%"
